藏品名称,藏品来源,年代,介绍,图片链接,详情链接
Orchid,Gift of Ambassador and Mrs. Everett F. Drumright,1962,"This is a Painting Folio, made of Ink and colors on paper. Its accession number is 1994.26.21, and its dimensions are 17 1/4 in. x 13 1/8 in. (43.82 cm x 33.34 cm).",https://collection.sdmart.org/Media/Previews/1991-2000_Embark_Object_Photos/1994-26-21.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=943&objectName=Orchid
Orchid in the Style of Sheng Zhou,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock on paper. Its accession number is 1955.102.79, and its dimensions are 9 3/4 in. x 11 1/4 in. (24.77 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.79.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=944&objectName=Orchid in the Style of Sheng Zhou
Orchid in the Style of Wang Wen,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock on paper. Its accession number is 1955.102.45, and its dimensions are 9 3/4 in. x 11 3/16 in. (24.77 cm x 28.42 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.45.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=945&objectName=Orchid in the Style of Wang Wen
Orchid in the Style of Wen Zheng-ming,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock on paper. Its accession number is 1955.102.29, and its dimensions are 9 3/4 in. x 11 1/4 in. (24.77 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.29.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=946&objectName=Orchid in the Style of Wen Zheng-ming
Orchid in the Style of Zhao Zi-ang,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock on paper. Its accession number is 1955.102.91, and its dimensions are 9 5/8 in. x 11 1/4 in. (24.45 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.91.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=947&objectName=Orchid in the Style of Zhao Zi-ang
Orchid in the Style of Zhou Tian-qiu,"Museum purchase through the Alice Klauber Memorial Fund of the Asian Arts Council, 1955",1643,"This is a Woodblock, made of Woodblock on paper. Its accession number is 1955.102.27, and its dimensions are 9 3/4 in. x 11 1/4 in. (24.77 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.102.27.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=948&objectName=Orchid in the Style of Zhou Tian-qiu
Orchids and Rocks,"Museum purchase with funds provided by The Asiatic Arts Committee of the Fine Arts Society, 1970.",18th century,"This is a Scroll Painting, made of Ink on paper, handscroll. Its accession number is 1970.28, and its dimensions are 11 1/2  x 39 1/8 in. (29.21  x 99.38 cm).",https://collection.sdmart.org/Media/Previews/1961-1970_Embark_Object_Photos/1970-28.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=949&objectName=Orchids and Rocks
"Orchids, Fungus and Rock",Museum purchase with funds provided by  Mrs. Frederick G. Jackson in memory of Mr. Frederick G. Jackson,17th century,"This is a Fan Painting, made of Ink on gold paper mounted to board. Its accession number is 1968.73.h, and its dimensions are 6 7/16  x 20 1/2 in. (16.35  x 52.07 cm).",https://collection.sdmart.org/Media/Previews/1961-1970_Embark_Object_Photos/1968.73.h.png,"https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=950&objectName=Orchids, Fungus and Rock"
Ornament for Dagger Sheath,Museum purchase with funds provided by the Asian Arts Council,475 BCE-221 BCE,"This is a Jade Ornament, made of Nephrite. Its accession number is 1948.117, and its dimensions are 11/16 in. x 1/2 in. x 13/16 in. (1.75 cm x 1.27 cm x 2.06 cm).",https://collection.sdmart.org/Media/Previews/1941-1950_Embark_Object_Photos/1948.117.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=951&objectName=Ornament for Dagger Sheath
Owl Jar,Gift of Mr. Philip Pinsof,206 BCE-220,"This is a Ceramic Jar, made of Ceramic. Its accession number is 1954.32, and its dimensions are 5 3/4 in. x 3 1/2 in. x 3 1/2 in. (14.61 cm x 8.89 cm x 8.89 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1954.32.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=952&objectName=Owl Jar
P'an,Gift of Mrs. Irving T. Snyder,12th century BCE-11th century BCE,"This is a Bronze P'an, made of Bronze. Its accession number is 1968.101, and its dimensions are 5 in. x 13 1/2 in. x 13 1/2 in. (12.7 cm x 34.29 cm x 34.29 cm).",https://collection.sdmart.org/Media/Previews/1961-1970_Embark_Object_Photos/1968.101.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=953&objectName=P'an
Paintings of Flowers,Donor unknown,undated,"This is a Book, made of Ink and color on silk. Its accession number is 1924.53, and its dimensions are 13 1/4 in. x 9 1/16 in. x 1 1/8 in. (33.66 cm x 23.02 cm x 2.86 cm).",,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=954&objectName=Paintings of Flowers
Pair of fingernail protectors,Gift of Virginia Kincaid Huschke,19th century,"This is a nan, made of Silver with pearl and enamel. Its accession number is 2010.234.1-2, and its dimensions are 3 1/8 in. (7.94 cm).",,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=955&objectName=Pair of fingernail protectors
Pair of fingernail protectors,Gift of Virginia Kincaid Huschke,19th century,"This is a nan, made of Silver with pearl and enamel. Its accession number is 2010.233.1-2, and its dimensions are 3 in. (7.62 cm).",,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=956&objectName=Pair of fingernail protectors
Pair of heel insets,Gift of Virginia Kincaid Huschke,19th century,"This is a nan, made of Silk. Its accession number is 2010.248.1-2, and its dimensions are 4 1/8 x 2 x 1 5/8 in. (10 x 5 x 4 cm).",https://collection.sdmart.org/Media/Previews/2001-2010_Embark_Object_Photos/2010.248.1-2.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=957&objectName=Pair of heel insets
Pair of Peacocks,"Gift of Robert du Bois Lynch, M.D. and Gloria von Hebel Lynch Ph.D.",,"This is a Scroll, made of Ink and color on silk. Its accession number is 2010.79, and its dimensions are 50 3/4 in. x 32 in. (128.91 cm x 81.28 cm).",https://collection.sdmart.org/Media/Previews/LOANS_TEMP_ID_Embark_Object_Photos/L3000-L3999_Embark_Object_Photos/L3366.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=958&objectName=Pair of Peacocks
Pair of sleeve bands,Gift of Virginia Kincaid Huschke,19th century,"This is a Embroidery, made of Silk thread on silk. Its accession number is 2010.232.2, and its dimensions are 41 3/8 in. x 4 in. (105.09 cm x 10.16 cm).",https://collection.sdmart.org/Media/Previews/2001-2010_Embark_Object_Photos/2010-232_1-2.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=959&objectName=Pair of sleeve bands
Pair of sleeve bands,Gift of Virginia Kincaid Huschke,19th century,"This is a Embroidery, made of Silk thread on silk. Its accession number is 2010.232.1, and its dimensions are 41 3/8 in. x 4 in. (105.09 cm x 10.16 cm).",https://collection.sdmart.org/Media/Previews/2001-2010_Embark_Object_Photos/2010-232_1-2.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=960&objectName=Pair of sleeve bands
Pair of Vases,Gift of Amee Wood in Memory of Louise Wood,1700-1899,"This is a Vase, made of Ceramic. Its accession number is 2017.242.1-2, and its dimensions are 3 11/16 x 1 9/16 x 1 9/16 in. (9 x 4 x 4 cm).",https://collection.sdmart.org/Media/Previews/2011-2020_Embark_Object_Photos/2017-242-1-2.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=961&objectName=Pair of Vases
Palace Carpet,Gift from the S.S. and B.P. Penner Family Collection,ca. 1900,"This is a Silk and Gold Carpet, made of Silk and gold fiber. Its accession number is 2001.124, and its dimensions are 124 1/2 in. x 73 5/8 in. (316.23 cm x 187.01 cm).",https://collection.sdmart.org/Media/Previews/2001-2010_Embark_Object_Photos/2001.124.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=962&objectName=Palace Carpet
Palmistry,Gift of the Trustees of the Estate of Laura Wangenheim,19th century,"This is a Woodblock, made of Woodblock. Its accession number is 1948.4, and its dimensions are 9 1/8 in. x 11 1/4 in. (23.18 cm x 28.58 cm).",https://collection.sdmart.org/Media/Previews/1941-1950_Embark_Object_Photos/1948.40.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=963&objectName=Palmistry
Panel,Gift of Dorothy B. Keeney and commemorating the Silver Jubilee Celebration of Fine Arts Society,undated,"This is a Silk Panel, made of Silk. Its accession number is 1950.46, and its dimensions are ().",,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=964&objectName=Panel
Panel (with battling figures),Gift of the Trustees of the Estate of Laura Wangenheim,late 18th century-early 19th century,"This is a Silk Panel, made of Silk. Its accession number is 1948.5, and its dimensions are 16 1/2 in. x 9 1/4 in. (41.91 cm x 23.5 cm).",https://collection.sdmart.org/Media/Previews/1941-1950_Embark_Object_Photos/1948.50.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=965&objectName=Panel (with battling figures)
Panel (with bird emblem inset),Gift of Mrs. Anna Helene Finn,19th century,"This is a Silk Panel, made of Silk. Its accession number is 1977.91, and its dimensions are 29 3/4 in. x 10 1/2 in. (75.57 cm x 26.67 cm).",https://collection.sdmart.org/Media/Previews/1971-1980_Embark_Object_Photos/1977.91.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=966&objectName=Panel (with bird emblem inset)
"Panel (with Buddhist symbols, vase and flowers)",Bequest of Elsie S. Kimberly,undated,"This is a Satin Panel, made of Satin. Its accession number is 1966.164, and its dimensions are 38 in. x 31 1/4 in. (96.52 cm x 79.38 cm).",https://collection.sdmart.org/Media/Previews/1961-1970_Embark_Object_Photos/1966.164.png,"https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=967&objectName=Panel (with Buddhist symbols, vase and flowers)"
Panel (with design of one-hundred Boys,Gift of Mrs. John Sheafe Douglas,19th century,"This is a Silk Panel, made of Silk. Its accession number is 1955.42, and its dimensions are 30 1/2 in. x 30 1/2 in. (77.47 cm x 77.47 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.42.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=968&objectName=Panel (with design of one-hundred Boys
Panel (with dragon and characters design),Gift of Mrs. Myrtle S. Francis,undated,"This is a Silk Panel, made of Silk. Its accession number is 1952.3.g, and its dimensions are 8 1/4 in. x 32 1/2 in. (20.96 cm x 82.55 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1952.3.g.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=969&objectName=Panel (with dragon and characters design)
Panel (with dragon design),Gift of Mrs. Helen B. Jeffers,19th century,"This is a Silk Panel, made of Silk. Its accession number is 1965.87, and its dimensions are 51 1/2 in. x 50 1/4 in. (130.81 cm x 127.64 cm).",https://collection.sdmart.org/Media/Previews/1961-1970_Embark_Object_Photos/1965.87.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=970&objectName=Panel (with dragon design)
Panel (with figure in landscape),Gift of Mrs. Myrtle S. Francis,undated,"This is a Satin Panel, made of Satin. Its accession number is 1952.3.b, and its dimensions are 42 1/4 in. x 9 1/2 in. (107.32 cm x 24.13 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1952.3b.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=971&objectName=Panel (with figure in landscape)
Panel (with figure in landscape),Gift of Mrs. Myrtle S. Francis,undated,"This is a Satin Panel, made of Satin. Its accession number is 1952.3.c, and its dimensions are 42 1/2 in. x 9 1/2 in. (107.95 cm x 24.13 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1952.3c.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=972&objectName=Panel (with figure in landscape)
Panel (with figure in landscape),Gift of Mrs. Myrtle S. Francis,undated,"This is a Satin Panel, made of Satin. Its accession number is 1952.3.d, and its dimensions are 42 1/2 in. x 9 1/2 in. (107.95 cm x 24.13 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1952.3d.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=973&objectName=Panel (with figure in landscape)
Panel (with floral design),Bequest of Elsie S. Kimberly,1736-1796,"This is a Silk Panel, made of Silk. Its accession number is 1966.157, and its dimensions are 18 1/2 in. x 19 1/4 in. (46.99 cm x 48.9 cm).",https://collection.sdmart.org/Media/Previews/1961-1970_Embark_Object_Photos/1966.157.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=974&objectName=Panel (with floral design)
Panel (with floral design),Donor unknown,undated,"This is a Silk Panel, made of Silk. Its accession number is 1924.575, and its dimensions are 5 5/8 in. x 5 1/2 in. x 5 1/2 in. (14.29 cm x 13.97 cm x 13.97 cm).",https://collection.sdmart.org/Media/Previews/1920-1929_Embark_Object_Photos/1924.575.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=975&objectName=Panel (with floral design)
Panel (with floral design),Gift of Barbara Baehr,late 19th century,"This is a Silk Tapestry, made of Silk. Its accession number is 2001.138, and its dimensions are 38 in. x 16 in. (96.52 cm x 40.64 cm).",https://collection.sdmart.org/Media/Previews/2001-2010_Embark_Object_Photos/2001.138.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=976&objectName=Panel (with floral design)
Panel (with kingfisher design),Gift of Barbara Baehr,1979,"This is a Silk Panel, made of Silk. Its accession number is 2001.137, and its dimensions are 9 1/16 in. x 7 5/8 in. (23.02 cm x 19.37 cm).",https://collection.sdmart.org/Media/Previews/2001-2010_Embark_Object_Photos/2001.137.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=977&objectName=Panel (with kingfisher design)
Panel (with phoenix above dragon),Gift of Mrs. John C. Bentz,19th century-20th century,"This is a Silk Panel, made of Silk. Its accession number is 1959.36, and its dimensions are 18 1/4 in. x 25 3/4 in. (46.36 cm x 65.41 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1959.36.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=978&objectName=Panel (with phoenix above dragon)
