藏品名称,作者,年代,描述,图片链接,详情链接
Flowers of the Four Seasons,Shen Zhou,未知年代,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP216136_CRD.jpg,https://www.metmuseum.org/en/art/collection/search/45685
"Rhythm of the Street, from the series Life in the Big City",Wang Qi,1985,"Wang Qi and other printmakers turned to modernism in the 1980s, leaving behind the propagandist art of previous decades. In this print he illustrates busy urban life without explicit ideological messages. This is the second of seven prints in the series Life in the Big City (1985–87), inspired by the 1925 woodcut series The City by the Belgian artist Frans Masereel (1889–1972).",https://images.metmuseum.org/CRDImages/as/mobile-large/PI_081.jpg,https://www.metmuseum.org/en/art/collection/search/77090
"Dancing, from the series Highland Barley",Zhao Zongzao,1960,"This and the two adjacent prints form a series on Tibetan rural life, partly based on the artist’s experience there in the 1950s. Here, peasants in local costumes dance happily in the fields, approached by a procession carrying a poster of Chairman Mao. Like most of Zhao’s work at this time, shortly after a failed uprising in Tibet, the series served political functions. In addition, agricultural abundance was an important Communist propaganda theme.These three prints of exceptionally high quality were made with several woodblocks using both water-based and oil-based inks.",https://images.metmuseum.org/CRDImages/as/mobile-large/PI_073.jpg,https://www.metmuseum.org/en/art/collection/search/77060
Raging Tide I: Struggle,Li Hua,1947,"The pathetically strained bodies, set against an open vista of despairingly barren land, seem frozen in agony. The print is deeply indebted in its subject and composition to the Peasants’ War series by the German Expressionist K?the Kollwitz (1867–1945). Yet Li Hua achieved an even greater visual intensity by maximizing light effects and employing engraving techniques.Li Hua assumed a leadership role in the first stage of the Modern Woodcut Movement in the early 1930s, creating some of the most iconic woodblock prints of the prewar period. His early fascination with German Expressionism lasted into his mature work.",https://images.metmuseum.org/CRDImages/as/mobile-large/PI_067.jpg,https://www.metmuseum.org/en/art/collection/search/77098
"Underground Palace, from the series Ancient Capital: Beijing",Wang Weixin,1981,"Wang Weixin’s print series Ancient Capital: Beijing depicts the city’s landmarks. Below the sculpture-lined “spirit way” leading to the imperial tombs is an underground palace with walls built of skulls and skeletons. The composition’s rigorous symmetry and architectonic monumentality effortlessly conjures up the grandeur of the Forbidden City.Trained in the art academies at Hangzhou and Beijing, Wang Weixin experiments with various techniques, such as etching, watercolor, and embossing, to achieve innovative graphic effects. This series exemplifies his ingenuity.",https://images.metmuseum.org/CRDImages/as/mobile-large/PI_084.jpg,https://www.metmuseum.org/en/art/collection/search/77088
"Palace Museum, from the series Ancient Capital: Beijing",Wang Weixin,1981,"Wang Weixin’s print series Ancient Capital: Beijing depicts the city’s landmarks. This work features the Palace Museum in the former Forbidden City. Under the symbols of the sun and the moon, the entire compound is meticulously laid out along a central axis. The bottom register of the composition presents an array of selected masterpieces in the collection in various media, including painting, calligraphy, sculpture, bronze, and woodblock print. Trained in the art academies at Hangzhou and Beijing, Wang Weixin experiments with various techniques, such as etching, watercolor, and embossing, to achieve innovative graphic effects. This series exemplifies his ingenuity.",https://images.metmuseum.org/CRDImages/as/mobile-large/PI_118.jpg,https://www.metmuseum.org/en/art/collection/search/77083
Morning on the Huangpu River,Shao Keping,1962,"This print depicts the dawning of a busy day on the Huangpu River in Shanghai. Small traditional boats in the foreground, rendered in bold outlines with flashes of bright colors, contrast with modern industrial ships and Shanghai’s majestic skyline in the misty distance. Shao Keping was born in Zhejiang and trained in Shanghai. Much of his earlier work was propagandist in nature. Even after artistic censorship loosened in the early 1960s, he continued to reflect the positive sides of life under the Communist government.",https://images.metmuseum.org/CRDImages/as/mobile-large/PI_074.jpg,https://www.metmuseum.org/en/art/collection/search/77057
Burning up Land Deeds,Gu Yuan,1947,"This print commemorates the Communist land reform of 1946, when land was taken away from its owners and distributed among peasants. The excitement of the liberated peasants and the village commune manifests itself in leaping flames and swirling clouds rendered in dramatic black-and-white contrasts.Gu Yuan did not receive formal training in printmaking until 1938, when he arrived in Yan’an and attended the newly founded Lu Xun Institute of Literature and Art. This work is representative of his early style.",https://images.metmuseum.org/CRDImages/as/mobile-large/PI_066.jpg,https://www.metmuseum.org/en/art/collection/search/77113
Fragrant Snow at Broken Bridge,Wang Mian,14th century,"An ambitious scholar, Wang Mian was determined to fulfill his responsibilities as a man of talent despite the frustrations and dangers of life under Mongol rule. He studied philosophy, military tactics and politics. He wrote poems and government treatises, drew up battle plans and painted unforgettable images of the flowering plum that became the principal model for plum painters of Ming and Qing times.In this painting, Wang Main brought into balance the expressive and representational elements of his subject, for in depicting silken blossoms and rough branches, he employed both the delicately descriptive techniques of his academic predecessors and the bold calligraphic brushwork of his literati contemporaries.The flowering plum (Prunus mume, or Japanese apricot) became an object of intense enthusiasm during the Southern Song dynasty and has remained one of China's favorite motifs. Blooming before all other trees, it was welcomed as the harbinger of spring. By Wang Mian's time, under the impact of the barbarian Mongol rule, the image of the flowering plum blossoming in the withered winter landscape, had become a powerful symbol of purity and endurance in adversity.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP258037.jpg,https://www.metmuseum.org/en/art/collection/search/40080
Guanyin,Zhou Xun,20th century,"This ink rubbing preserves an image of a stone carving based on a painting. According to the inscription, the original painting was made by an artist named Zhou Xun; the stone carvers and the donor are also identified. Borne aloft by clouds, draped in flowing robes and ornate jewels, and crowned by an elaborate headdress, merciful Guanyin rides to rescue the faithful.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP-18070-002.jpg,https://www.metmuseum.org/en/art/collection/search/63996
Lu Xun and Uchiyama at the Woodblock-Printing Class,Gan Zhenglun,1981,"This print commemorates the historic event that is widely considered to have initiated the Modern Woodcut Movement in China. In August 1931, Lu Xun (1881–1936), arguably the most influential cultural figure in China’s revolution, organized a six-day workshop in woodcuts whose thirteen participants received instruction from Uchiyama Kakichi (1900–1984). Lu Xun remains the inspiration for, and the subject of, numerous black-andwhite woodcuts.Gan Zhenglun was born in Beijing. He graduated from the National Academy of Fine Arts in Hangzhou in 1957 and taught there for many years.",https://images.metmuseum.org/CRDImages/as/mobile-large/PI_079.jpg,https://www.metmuseum.org/en/art/collection/search/77150
Fleeting Years,Wu Jide,1994,"This print is the first in a series of four illustrating daily life in the canal cities of Zhejiang and Jiangsu Provinces. River dwelling, a traditional subject, is here interpreted with contemporary people and buildings. Inserted in a white patch are female weavers at work, a theme copied from Ming (1368–1644) and Qing dynasty (1644–1911) prints illustrating “women’s ten chores.”White patches are used to simulate the effect of printing with worn-out blocks, as the carved surface suffers losses through time.",https://images.metmuseum.org/CRDImages/as/mobile-large/PI_120_sm.jpg,https://www.metmuseum.org/en/art/collection/search/77099
Field Master,Lai Shaoqi,1935,"The Modern Prints Society, formed in Guangzhou in 1934, was the most productive and longest lasting among the woodcut groups that sprang up across China in the 1930s. The first issue of the magazine Modern Prints appeared in December 1934; eighteen issues were published in the following year and a half. Except for the first, only fifty handmade copies were printed of each issue.In the spring of 1935, the magazine dedicated two issues to the subject of folk customs to bring an avowedly democratic art form to bear on the life of ordinary people. This print by Lai Shaoqi graced the cover of the May issue.",https://images.metmuseum.org/CRDImages/as/mobile-large/PI_057.jpg,https://www.metmuseum.org/en/art/collection/search/77115
Landscapes,Zhu Henian,未知年代,,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-L_2016_67_69_001.jpg,https://www.metmuseum.org/en/art/collection/search/737805
Landscapes,Shangrui,1672,"Shangrui was a Buddhist monk painter who specialized in the types of historically informed landscape paintings seen in this album. Though biographical sources for the artist are scarce, those that survive state that he studied with Wang Hui, the leading landscape painter of the late seventeenth century, during his time in Beijing. According to the date of 1672, this album should date to before Shangrui’s encounter with Wang Hui, but already one can see a shared interest in old master styles, especially the blue-green landscape manner associated with painters such as Zhao Mengfu and Zhao Boju.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP-33924-001.jpg,https://www.metmuseum.org/en/art/collection/search/904048
Bamboo in wind and rain,Shitao (Zhu Ruoji),ca. 1694,"Shitao, one of the most outstanding landscape masters of his time, was also passionately in love with bamboo painting. On this monumental work, he quotes a description by Su Che (1039–1112) of Wen Tong (1018–1079), the Northern Song bamboo painter: ""He dallies amid bamboo in the morning, stays in the company of bamboo in the evening, drinks and eats amid the bamboo, and rests and sleeps in the shade of bamboo; having observed all the different aspects of the bamboo, he then exhausts all the bamboo's many transformations.""Accompanying Shitao's signature is his seal, which quotes a saying by Wen Tong: ""How can I live one day without this gentleman!""During the eighteenth,century, Shitao's style of bamboo painting was practiced by members of the Eight Eccentrics of Yangzhou.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP-14071-003.jpg,https://www.metmuseum.org/en/art/collection/search/49172
