主体,关系,对象
Charger,作者,Gift_of_Mrs._Audrienne_Moseley
Charger,作者,Gift_of_Mrs._Audrienne_Moseley
Chicks_Playing_Mantius_under_the_Palm_Tree,作者,Bequest_of_Louise_M._Wilson_Warren
Child's_Costume_Headband_(with_floral_design),作者,Museum_purchase_with_funds_provided_by_the_Asian_Arts_Council
Child's_Costume_Pants_(with_floral_design),作者,Museum_purchase_with_funds_provided_by_the_Asian_Arts_Council
Child's_Costume_Top_(with_floral_design),作者,Museum_purchase_with_funds_provided_by_the_Asian_Arts_Council
Chimaera_(on_square_base),作者,Bequest_of_Mrs._Cora_Timken_Burnett
Chimera,作者,Bequest_of_Mrs._Cora_Timken_Burnett
Chimera,作者,Bequest_of_Mrs._Cora_Timken_Burnett
Chinese_Calligraphy,作者,Gift_of_Ambassador_and__Mrs._Everett_F._Drumright
Chinese_Calligraphy,作者,Gift_of_Ambassador_and__Mrs._Everett_F._Drumright
Chinese_Calligraphy,作者,Gift_of_Ambassador_and__Mrs._Everett_F._Drumright
Chinese_Calligraphy,作者,Gift_of_Ambassador_and__Mrs._Everett_F._Drumright
Chinese_Calligraphy,作者,Gift_of_Ambassador_and__Mrs._Everett_F._Drumright
Chinese_Calligraphy,作者,Gift_of_Ambassador_and__Mrs._Everett_F._Drumright
Chinese_Calligraphy,作者,Gift_of_Ambassador_and__Mrs._Everett_F._Drumright
Chinese_Calligraphy,作者,Gift_of_Ambassador_and__Mrs._Everett_F._Drumright
Chinese_Calligraphy,作者,Gift_of_Ambassador_and__Mrs._Everett_F._Drumright
Chinese_Calligraphy,作者,Gift_of_Ambassador_and__Mrs._Everett_F._Drumright
Chinese_Calligraphy,作者,Gift_of_Ambassador_and__Mrs._Everett_F._Drumright
Chinese_Calligraphy,作者,Gift_of_Ambassador_and__Mrs._Everett_F._Drumright
Chinese_Calligraphy,作者,Gift_of_Ambassador_and__Mrs._Everett_F._Drumright
Chinese_Calligraphy,作者,Gift_of_Ambassador_and__Mrs._Everett_F._Drumright
Chinese_Calligraphy,作者,Gift_of_Ambassador_and__Mrs._Everett_F._Drumright
Chinese_Calligraphy,作者,Gift_of_Ambassador_and__Mrs._Everett_F._Drumright
Chinese_Calligraphy,作者,Gift_of_Ambassador_and__Mrs._Everett_F._Drumright
Chinese_Fisherman_(with_a_fish_on_the_line),作者,Anonymous_gift_in_loving_memory_of_Evelyn_H._Ornstein
Chinese_Scroll_Painting,作者,Anonymous_Gift
"Chinese_Soldiers_Wait_for_Air_Transport,Kunming,_China",作者,MoPA_-_Bequest_of_the_Lou_Stoumen_Estate
Chinese_sword_exercises_at_the_gate_of_the_Imperial_Palace,作者,Gift_of_Cam_and_Wanda_Garner
"Chrysanthemums,_Begonias_and_Butterflies",作者,Gift_of_Mrs._Frederick_G._Jackson
Chung-li_Ch'uan_(with_fan_and_peach_of_immortality),作者,Gift_of_the_James_P._Witherow_Family
Cinnabar_Lacquer_Box_(with_the_cover),作者,Gift_of_Josephine_Seaman
Cinnabar_Lacquer_box_(with_the_lid),作者,Gift_of_Mrs._Helen_B._Jeffers
Coat,作者,Gift_of_Mrs._David_E._Bales
Cock_and_Hen,作者,Museum_purchase_with_funds_provided_by_the_Asian_Arts_Council
Coin_(with_Chinese_characters),作者,Gift_of_Carlotta_Mabury
Collar_for_First_Rank_Official_(with_crane_motif),作者,Gift_of_Mrs._John_Herbert_Barrett
Colored_Landscape,作者,Gift_of_Ambassador_and_Mrs._Everett_F._Drumright
Comb,作者,Gift_of_Mrs._Irving_T._Snyder
Comb_(with_faces_design),作者,Gift_of_Isamu_Kawaguchi
Comb_(with_floral_design),作者,Gift_of_Isamu_Kawaguchi
Comb_(with_snake_design),作者,Gift_of_Isamu_Kawaguchi
Commemorative_Wall_Hanging_(with_characters_and_Taoist_immortals),作者,"Gift_of_Commander_and_Mrs._Wayne_D._Cooley,_USN,_Retired"
Compass_and_Sextant,作者,Gift_of_Mr._William._H._Clarke
Composition_with_Figures,作者,Museum_purchase
Composition_with_Fungus_and_Pine_Branch,作者,Museum_purchase_with_funds_provided_by_the_Asian_Arts_Council
Composition_with_Seed_Pod,作者,Museum_purchase_with_funds_provided_by_the_Asian_Arts_Council
Condiment_Service,作者,Gift_of_Mrs._Harold_Rhody_Witherbee
Cong,作者,Bequest_of_Mrs._Cora_Timken_Burnett
Cong,作者,Bequest_of_Mrs._Cora_Timken_Burnett
Consomme_Cup_(with_two_handles),作者,Gift_of_Mrs._Anna_Helene_Finn
Cosmetic_Box_(with_floral_design_and_lid),作者,Gift_of_Isamu_Kawaguchi
Cosmetic_Box_(with_lid_and_peony_design),作者,Gift_of_Isamu_Kawaguchi
"Cotton_Mill_Nursery,_Peking",作者,Victor_Diaz_Color_Photography_Collection
"County_Market_at_Cheng-Kiang,_Yunnan,_China",作者,MoPA_-_Gift_of_the_artist
Court_Attendant,作者,Museum_purchase
Court_Attendant,作者,Bequest_of_Mrs._Cora_Timken_Burnett
Court_lady,作者,Museum_purchase
Court_Necklace,作者,Bequest_of_Mildred_E._Wuest
Court_Necklace,作者,Bequest_of_Mildred_E._Wuest
Cover_(with_floral_design),作者,Gift_of_Mrs._John_Herbert_Barrett
Cover_(with_peony_design),作者,Gift_of_Mrs._Audrienne_Moseley
Covered_Box_for_Chip_Incense_(in_the_form_of_a_dove),作者,Gift_of_Mrs._Alfred_Machris
Covered_Box_for_Chip_Incense_(in_the_form_of_a_quail)_(Coturnix_Vulgaris),作者,Gift_of_Mrs._Alfred_Machris
Covered_Tureen,作者,Gift_of_Alma_Baumgarten
Covered_Vegetable_Dish,作者,Bequest_of_Eleanor_Louise_Stanton
Crabs_in_a_pond,作者,Donor_unknown
Crane_Straddling_Cloud-Fungus_(Grus_Montignesia)_(with_stand),作者,Gift_of_Mrs._Alfred_Machris
Crane_Straddling_Cloud-Fungus_(Grus_Montignesia)_(with_stand),作者,Gift_of_Mrs._Alfred_Machris
Crayfish,作者,Gift_of_Ambassador_and_Mrs._Everett_F._Drumright
Cream_Pitcher_(with_armorial_design),作者,Museum_purchase
Cribbage_Board_(with_game_pegs),作者,Gift_of_Isamu_Kawaguchi
Cricket_House_(with_lid),作者,Gift_of_Mr._George_D._Pratt
Cricket_House_(with_lid),作者,Gift_of_Mr._George_D._Pratt
Cricket_House_(with_lid),作者,Gift_of_Mr._George_D._Pratt
Cricket_House_(with_lid),作者,Gift_of_Mr._George_D._Pratt
Cricket_House_(with_lid),作者,Gift_of_Mr._George_D._Pratt
Cricket_House_(with_lid),作者,Gift_of_Mr._George_D._Pratt
Cricket_House_(with_lid),作者,Gift_of_Mr._George_D._Pratt
Cricket_House_(with_lid),作者,Gift_of_Mr._George_D._Pratt
Cricket_House_(with_lid),作者,Gift_of_Mr._George_D._Pratt
Cricket_House_(with_lid),作者,Gift_of_Mr._George_D._Pratt
Cricket_House_(with_lid),作者,Gift_of_Mr._George_D._Pratt
Cricket_House_(with_lid),作者,Gift_of_Mr._George_D._Pratt
Cricket_House_(with_lid),作者,Gift_of_Mr._George_D._Pratt
Cricket_House_(with_lid),作者,Gift_of_Mr._George_D._Pratt
Cricket_House_(with_lid),作者,Gift_of_Mr._George_D._Pratt
Cricket_House_(with_lid),作者,Gift_of_Mr._George_D._Pratt
Cricket_House_(with_lid),作者,Gift_of_Mr._George_D._Pratt
Cricket_House_(with_lid),作者,Gift_of_Mr._George_D._Pratt
Cricket_House_(with_lid),作者,Gift_of_Mr._George_D._Pratt
Cricket_House_(with_lid),作者,Gift_of_Mr._George_D._Pratt
Cricket_House_(with_lid),作者,Gift_of_Mr._George_D._Pratt
Cricket_House_(with_lid),作者,Gift_of_Mr._George_D._Pratt
Cricket_House_(with_lid),作者,Gift_of_Mr._George_D._Pratt
Crickets_(a_pair),作者,Gift_of_Mr._George_D._Pratt
Cup,作者,Gift_of_Alice_Klauber
Cup,作者,Gift_of_Mrs._John_Sheafe_Douglas
Cup,作者,Bequest_of_Mrs._Cora_Timken_Burnett
Cup,作者,Gift_of_Dr._and_Mrs._Charles_A._Breitenbach
Cup,作者,Gift_of_Dr._and_Mrs._Charles_A._Breitenbach
Cup,作者,Gift_of_Dr._Horace_N._Allen
Cup,作者,Bequest_of_Mrs._Erskine_J._Campbell
Cup,作者,Gift_of_John_Wycliffe_Vasey
Cup,作者,Gift_of_Mr._and_Mrs._Lawrence_Spear
Cup,作者,Gift_of_Mr._and_Mrs._Lawrence_Spear
Cup,作者,Gift_of_Mr._and_Mrs._Lawrence_Spear
Cup,作者,Gift_of_John_Wycliffe_Vasey
Cup,作者,Gift_of_Mr._and_Mrs._Lawrence_Spear
Cup,作者,Gift_of_Mr._and_Mrs._Lawrence_Spear
Cup,作者,Gift_of_Mr._and_Mrs._Lawrence_Spear
Cup_(with_cover),作者,Gift_of_Mrs._Frank_F._Webster
Cup_(with_floral_design),作者,Gift_of_Dr._and_Mrs._Charles_A._Breitenbach
Cup_(with_floral_design),作者,Gift_of_Dr._and_Mrs._Charles_A._Breitenbach
Cup_(with_handle_and_urn_design),作者,Gift_of_Mrs._H._P._Belcher_through_Mr._George_C._Waterman
Cup_(with_ivory_stand),作者,Bequest_of_Emile_Leonard_Schoppe
Cup_(with_ivory_stand),作者,Bequest_of_Emile_Leonard_Schoppe
Cup_(with_two_handles_and_urn_design),作者,Gift_of_Mrs._H._P._Belcher_through_Mr._George_C._Waterman
Cup_(with_wood_stand),作者,Gift_of_Mrs._Audrienne_Moseley
cup_and_saucer_(with_floral_design),作者,Gift_of_Mrs._George_T._Dodd
Cup_on_base,作者,Bequest_of_Elsie_S._Kimberly
Curio_Shelf_(seven-tiered),作者,Gift_of_Eugene_and_Marian_Gabrych
Dancing_Girl,作者,Museum_purchase_with_funds_provided_by_the_Helen_M._Towle_Bequest
Dancing_Girl,作者,Museum_purchase_with_funds_provided_by_the_Helen_M._Towle_Bequest
Dancing_Girl,作者,Museum_purchase_with_funds_provided_by_the_Helen_M._Towle_Bequest
Daoist_Ceremonial_Robe_(with_floral_design),作者,Anonymous_gift_in_loving_memory_of_Evelyn_H._Ornstein
Daoist_Priest's_Robe,作者,Gift_of_Mr._and_Mrs._Charles_Meyer
Daoist_Scepter,作者,Bequest_of_Mrs._Cora_Timken_Burnett
"Decorative_""Planter""_with_Artificial_Tree",作者,Gift_of_Mr._and_Mrs._Norton_S._Walbridge
Decorative_Censer,作者,Gift_of_Edker_and_Blanche_Pope
Decorative_Elements_(a_pair),作者,Donor_unknown
Decorative_Pendant_(with_stand),作者,Gift_of_Mr._and_Mrs._Arthur_S._Johnson
Dice_Box_(with_dice_and_floral_design),作者,Gift_of__Emily_Porter_St._John
Dipper_Mother_(Goddess_with_Ten_Arms),作者,Bequest_of_Harriet_Sefton_Campbell.
Dish,作者,Gift_of_Dr._and_Mrs._Charles_A._Breitenbach
Dish,作者,Gift_of_Dr._and_Mrs._Charles_A._Breitenbach
Dish,作者,Gift_of_Dr._and_Mrs._Charles_A._Breitenbach
Dish,作者,Gift_of_Alice_Klauber
Dish,作者,Gift_of_Dr._and_Mrs._Charles_A._Breitenbach
Dish,作者,Bequest_of_Eleanor_Louise_Stanton
Dish,作者,Bequest_of_Eleanor_Louise_Stanton
Dish,作者,Bequest_of_Eleanor_Louise_Stanton
Dish,作者,Bequest_of_Eleanor_Louise_Stanton
Dish,作者,Gift_of_Isamu_Kawaguchi
Dish,作者,Gift_of_Isamu_Kawaguchi
Dish,作者,Gift_of_Isamu_Kawaguchi
Dish,作者,Gift_of_Dr._and_Mrs._Charles_A._Breitenbach
Dish,作者,Bequest_of_Emile_Leonard_Schoppe
Dish_(with_aqautic_design),作者,Gift_of_Dr._and_Mrs._Charles_A._Breitenbach
Dish_(with_aquatic_design),作者,Gift_of_Dr._and_Mrs._Charles_A._Breitenbach
Dish_(with_aquatic_design),作者,Gift_of_Dr._and_Mrs._Charles_A._Breitenbach
Dish_(with_bird_design),作者,Gift_of_Dr._and_Mrs._Charles_A._Breitenbach
Dish_(with_birds_design),作者,Gift_of_Dr._and_Mrs._Charles_A._Breitenbach
Dish_(with_delicate_blue_design_on_light_background),作者,Gift_of_Mrs._Lloyd_E._Russell_and_Mr._Charles_Burnham_Warner
Dish_(with_floral_design),作者,Gift_of_Dr._and_Mrs._Charles_A._Breitenbach
Dish_(with_floral_design),作者,Gift_of_Dr._and_Mrs._Charles_A._Breitenbach
Dish_(with_floral_design),作者,Gift_of_Dr._and_Mrs._Charles_A._Breitenbach
Dish_(with_floral_design),作者,Gift_of_Dr._and_Mrs._Charles_A._Breitenbach
Dish_(with_flower_design),作者,Gift_of_Dr._and_Mrs._Charles_A._Breitenbach
Dish_(with_foliated_design),作者,Gift_of_Dr._and_Mrs._Charles_A._Breitenbach
Dish_(with_goldfish_design),作者,Gift_of_Dr._and_Mrs._Charles_A._Breitenbach
Dish_(with_impressed_design),作者,Gift_of_Mrs._Carlos_Jos茅_Tavares
Dish_(with_impressed_motif),作者,Gift_of_Mrs._Carlos_Jos茅_Tavares
Dish_(with_plant_design),作者,Gift_of_Dr._and_Mrs._Charles_A._Breitenbach
Dish_(with_scalloped_edge),作者,Gift_of_Dr._and_Mrs._Charles_A._Breitenbach
Dish_(with_scalloped_edge),作者,Gift_of_Dr._and_Mrs._Charles_A._Breitenbach
Dish_(with_scalloped_rim),作者,Gift_of_Dr._and_Mrs._Charles_A._Breitenbach
Dish_(with_twin-fish_design),作者,Gift_of_Harold_B._and_Margaret_E._Canavan
Dish_(with_twin-fish_design),作者,Gift_of_Dr._and_Mrs._Charles_A._Breitenbach
Dish_(with_twin-fish_design),作者,Gift_of_Mrs._John_Sheafe_Douglas
Dish_Cover,作者,Gift_of_Mrs._Anna_Helene_Finn
Display_Case,作者,Anonymous_gift_in_loving_memory_of_Evelyn_H._Ornstein
Doctor's_Doll_(with_stand),作者,Gift_of_Barbara_Baehr
Doctor's_Model,作者,Gift_of_Everett_H._Andreson
Dogs_(a_pair),作者,Bequest_of_Pliny_F._Munger
Double_Brush_Washer,作者,Gift_of_Mrs._George_D._Pratt
Double-lined_Bamboo,作者,"Gift_of_Mr._S._M._Hsiao,_Hong_Kong"
"Double,_Twisted_Skeletal_Stone",作者,"Museum_purchase_through_the_Alice_Klauber_Memorial_Fund_of_the_Asian_Arts_Council,_1955"
Dragon_(head),作者,Donor_unknown
Dragon_Pendant,作者,Gift_of_Mrs._Irving_T._Snyder
Dragon_Robe,作者,Gift_of_Mr._and_Mrs._Charles_Meyer
Dream_of_The_Red_Chamber_(with_text_and_illustration_pages),作者,Anonymous_gift_in_loving_memory_of_Evelyn_H._Ornstein
Dress_Front_Panel_(with_bird_design),作者,Gift_of_Mrs._Myrtle_Shepherd_Francis
Duck_in_reeds,作者,Donor_unknown
Duck_Trailing_a_Lotus,作者,Gift_of_the_Harold_B._Canavan_Family
Eating_Set,作者,Gift_of_Mrs._Susan_Palmer
Eating_Set,作者,Gift_of_Mrs._Susan_Palmer
Eating_Set,作者,Gift_of_Mrs._Susan_Palmer
Eating_Set_(knife_and_chopsticks),作者,Gift_of_Mrs._Susan_Palmer
Egg_Cup_(with_stand),作者,Bequest_of_Emile_Leonard_Schoppe
Eggplant,作者,Gift_of_Edker_and_Blanche_Pope
Egret_and_hibiscus,作者,Donor_unknown
Elephant,作者,Gift_of_Mrs._John_Sheafe_Douglas
Elephant_Tusk,作者,Gift_of_Colonel_and_Mrs._A._C._Johansson
Equestrienne,作者,Gift_of_Dr._Paul_S._Anderson_in_memory_of_Donal_Hord
Evacuation,作者,MoPA_-_Gift_of_Cam_&_Wanda_Garner
Evening_glow;_half_the_mountain_in_shadow,作者,Gift_of_the_Asian_Arts_Council
Evening_on_Li-Shan,作者,Gift_of_Ambassador_and_Mrs._Everett_F._Drumright
Evening_Return_from_Farming,作者,Gift_of_Ambassador_and_Mrs._Everett_F._Drumright
Ewer,作者,Gift_of_Dr._Paul_S._Anderson
Ewer,作者,Gift_of_Dr._and_Mrs._Charles_A._Breitenbach
Ewer,作者,Gift_of_Mrs._Carlos_Jos茅_Tavares
Ewer,作者,Gift_of_Col._and_Mrs._Francis_E._Gillette
Ewer,作者,Gift_of_Mrs_H._W._Todd_in_memory_of_Irma_Rombauer
Ewer,作者,Gift_of_Dr._and_Mrs._Charles_A._Breitenbach
Ewer_(with_cover),作者,Gift_of_the_Harold_B._Canavan_Family
Ewer_(with_helmet_urn_design),作者,Gift_of_Mrs._H._P._Belcher_through_Mr._George_C._Waterman
Ewer_(with_moulded_design),作者,Gift_of_Dr._and_Mrs._Charles_A._Breitenbach
"Faces_of_China,_Chengtu,_China",作者,MoPA_-_Bequest_of_the_Lou_Stoumen_Estate
"Famine_victim,_Hengyang,_China",作者,MoPA_-_Gift_of_Edward_Etess
Fan,作者,Gift_of_Dr._and_Mrs._Zang_Z._Zao
Fan_(with_classical_figures),作者,Gift_of_Mrs._Robert_W._Aborn
Fan_(with_figures_in_landscape_on_both_sides),作者,Gift_of_Mrs._W._R._Whiteford
Fan_(with_landscape_design),作者,Donor_unknown
Fan_(with_landscapes_on_both_sides),作者,Bequest_of_Elsie_S._Kimberly
Fan_(with_lotus_and_poem),作者,Anonymous_gift
"Fan_Case_(with_floral_design,_characters_and_hanging_cord)",作者,Gift_of_Mrs._Myrtle_Shepherd_Francis
Fan_Case_(with_hanging_cord),作者,Gift_of_Mrs._Myrtle_Shepherd_Francis
Fan_Case_(with_lotus_and_cloud_design_and_hanging_cord),作者,Gift_of_Mrs._Myrtle_Shepherd_Francis
Fan_Painting_(with_mustard_seed_garden),作者,Gift_of_Benner_and_Mary_Cummings
Female_Daoist_Immortal_Holding_a_Fan,作者,Gift_of_Mr._and_Mrs._Archer_M._Huntington
Female_Figure,作者,Gift_of_Mary_Ann_and_Arnold_Ginnow
Female_figure_holding_a_branch_of_peaches,作者,Bequest_of_John_Siglow
Female_Figures_(ten_album_leaf_paintings),作者,Donor_unknown
Ferry,作者,Victor_Diaz_Color_Photography_Collection
Fetish_(with_geometric_design),作者,Gift_of_Isamu_Kawaguchi
Figure,作者,Bequest_of_Harriet_Sefton_Campbell
Figure_(with_stand),作者,Bequest_of_Harriet_Sefton_Campbell
Figure_(with_stand),作者,Bequest_of_Harriet_Sefton_Campbell
Figure_of_Lu_Tungpin_(with_fly_whisk_and_sword_attributes),作者,Anonymous_gift_in_loving_memory_of_Evelyn_H._Ornstein
Figures_and_horses_(bi-level_),作者,Gift_of_Carlotta_Mabury
Fingernail_protector,作者,Gift_of_Virginia_Kincaid_Huschke
Fingernail_Protector,作者,Bequest_of_Elsie_S._Kimberly
Fingernail_Protector,作者,Bequest_of_Mildred_E._Wuest
Fingernail_Protector,作者,Bequest_of_Mildred_E._Wuest
Fingernail_Protector,作者,Bequest_of_Elsie_S._Kimberly
Fisherman,作者,"Gift_of_Mr._S._M._Hsiao,_Hong_Kong"
"Fishermen_in_Boats,_Reveling_on_the_Edge_of_a_River",作者,Museum_purchase_with_funds_provided_by__Mrs._Frederick_G._Jackson_in_memory_of_Mr._Frederick_G._Jackson
Fishing_on_a_Snowy_River,作者,Found_in_Inventory
Five-person_Ancestor_Portrait,作者,Gift_of_Virginia_Kincaid_Huschke
Flask,作者,Gift_of_Mr._and_Mrs._Watson_G._Thoms
Flask_(with_pomegrante_design_and_two_handles),作者,Gift_of_Mrs._George_D._Pratt
Fleeing_Figures,作者,Gift_of_Mrs._T._L._Sears
Flock_of_birds,作者,Donor_unknown
Flora_and_Plants_(Four_Seasons),作者,Gift_of_Ambassador_and_Mrs._Everett_F._Drumright
Floral_Room_Perfumer_(with_cover),作者,Bequest_of_Mrs._E._Clarence_Moore
Floral_scene,作者,Found_in_inventory
Flower_Vase,作者,Bequest_of_Emile_Leonard_Schoppe
Flowers,作者,Gift_of_Mary_Alice_Metzger
Flowers_and_Rocks,作者,Gift_of_Ambassador_and_Mrs._Everett_F._Drumwright_in_memory_of_the_friendship_of_all_Chinese_artists
Flute_Case_(with_decorative_tassles_and_hanging_cord),作者,Gift_of_Mrs._Myrtle_Shepherd_Francis
Flying_Apsaras,作者,Bequest_of_Mrs._Cora_Timken_Burnett
Food_Bowl,作者,Gift_of_Mrs._Irving_T._Snyder
Food_Bowl,作者,Gift_of_Carlotta_Mabury
Food_Bowl,作者,Bequest_of_Emile_Leonard_Schoppe
Food_Cover,作者,Gift_of_Mrs._Lester_D._Conwell
Food_Cover,作者,Gift_of_Mrs._Lester_D._Conwell
Food_Storage_Jar,作者,Gift_of_Mrs._John_Sheafe_Douglas
Formal_Court_Robe,作者,Gift_of_Mr._and_Mrs._Clifford_F._Langhans
Four_panel_screen,作者,Gift_of_Eugene_and_Marian_Gabrych
Four_Women_in_a_Garden,作者,Donor_unknown
Fragment_(with_floral_design),作者,Gift_of_Mrs._Henry_B._Clark
Fragment_from_a_Mandarin_Coat_(with_birds_and_flowers),作者,Gift_of_Eleanor_Langstaff
"Fragrance_Pouch_(with_閳ユ窋ive_Noxious_Creatures閳?design,_hanging_cord_and_tassels)",作者,Gift_of_Mrs._Myrtle_Shepherd_Francis
Fragrance_Pouch_(with_floral_design_and_tassels),作者,Gift_of_Mrs._Myrtle_Shepherd_Francis
Fragrance_Pouch_(with_orange_bats_design_and_tassels),作者,Gift_of_Mrs._Myrtle_Shepherd_Francis
Fruit_Offering_Bowl,作者,Gift_of_Mrs._Charles_B._Dunn
Fruits_and_Vegetables,作者,Gift_of_Frederick_A._Schafer
Fu_Ceremonial_Tablet,作者,Gift_of_Mr._Franklin_L._Miller
Fu_Dog_(with_base),作者,Bequest_of_Mrs._Cora_Timken_Burnett
Funerary_Jar_(with_design_of_standing_figures),作者,Bequest_of_Mrs._Erskine_J._Campbell
Funerary_Jar_(with_design_of_standing_figures),作者,Bequest_of_Mrs._Erskine_J._Campbell
Funerary_Urn_(with_animal_mask_design),作者,Gift_of_Colonel_and_Mrs._Francis_E._Gillette
Funerary_Urn_(with_design_of_standing_figures),作者,Gift_of_Mrs._Alexander_Bill
Funerary_Urn_(with_design_of_standing_figures),作者,Gift_of_Jeanette_R._Andreson
Garment_Section_(with_geometric_design),作者,Gift_of_Isamu_Kawaguchi
Gathering_of_Scholars_on_a_River_Bank,作者,Museum_purchase_with_funds_provided_by__Mrs._Frederick_G._Jackson_in_memory_of_Mr._Frederick_G._Jackson
"General_introduction,_2nd_double_page:__Ten_Bamboo_Studio_Prints",作者,Museum_purchase_with_funds_provided_by_the_Asian_Arts_Committee_and_the_Alice_Klauber_Memorial_Fund
Girdle,作者,Gift_of_Mrs._Myrtle_Shepherd_Francis
"Girl_Holding_Sheer_Dress_in_Front_of_Face,_Novartis-China",作者,Gift_of_Ken_and_Jacki_Widder
Girl's_Robe_(with_medallion_and_lotus_design),作者,Gift_of_Alma_F._Spelman
"God_of_War_(Kuang_Kung,_with_stand)",作者,Bequest_of_Elsie_S._Kimberly
Golden_Boy_(with_wood_base),作者,Bequest_of_Earle_W._Grant
Grease_Pot,作者,Gift_of_Isamu_Kawaguchi
Gu,作者,Gift_of_Mrs._Harold_J._Boyce
Guanyin,作者,Museum_purchase
Guanyin,作者,Gift_of_Mrs._Anna_Hickson
Guanyin,作者,Gift_of_Mrs._Anna_Hickson
Guanyin,作者,Bequest_of_Elsie_S._Kimberly
Guanyin,作者,Gift_of_Mr._and_Mrs._Calvert_E._Norland
Guanyin_(on_gold_lotus_petal),作者,Bequest_of_Elsie_S._Kimberly
Guanyin_(with_base),作者,Gift_of_Frank_L._and_Mabel_B._Johnston
Guanyin_(with_flowers_and_phoenix),作者,Bequest_of_Rose_Adele_Palmer
Guanyin_(with_stand),作者,Bequest_of_Elsie_S._Kimberly
Guanyin_Bodhisattva,作者,Museum_purchase_with_funds_provided_by_Anne_R._and_Amy_Putnam
Guanyin_Standing_on_a_Cloud,作者,Gift_of_Mr._and_Mrs._Archer_M._Huntington
Guanyin_with_a_vase_(with_stand),作者,Bequest_of_Emile_Leonard_Schoppe
Guard_(body),作者,Donor_unknown
Guard_(head),作者,Donor_unknown
"Gunpowder_Container_(in_shape_of_horn,_with_cap)",作者,Gift_of_Isamu_Kawaguchi
Hair_Ornament,作者,Gift_of_Mrs._John_Sheafe_Douglas
Hair_Pin_(with_capitol),作者,Gift_of_Mrs._John_Sheafe_Douglas
Hair_Pin_(with_ear_wax_cleaner),作者,Bequest_of_Elsie_S._Kimberly
Hair_Pin_(with_ear_wax_cleaner),作者,Bequest_of_Elsie_S._Kimberly
Han_Hsiang-tzu_(with_a_flute),作者,Gift_of_the_James_P._Witherow_Family
Han_Woman's_Coat_(with_lions_design),作者,Gift_of_Alma_F._Spleman
Handkerchief_Bag_(with_longevity_symbol),作者,Gift_of_Mrs._Myrtle_Shepherd_Francis
Hanging_(with_dragon_design),作者,Gift_of_Mrs._Cecil_P._Reichel
Hanging_(with_one-hundred_boys_design),作者,Gift_of_Mrs._Lester_G._Bradley
Hanging_(with_one-hundred_boys_design),作者,Gift_of_Mrs._Alfred_Machris
Harness_Ornament_(with_horse),作者,Gift_of_Edker_and_Blanche_Pope
Harness_Ornament_(with_horse),作者,Gift_of_Edker_and_Blanche_Pope
Harvest,作者,Gift_of_Mrs._T._L._Sears
Hat,作者,Donor_unknown
Hat_Finial,作者,Gift_of_Mrs._John_Herbert_Barrett
Hat_Finial,作者,Gift_of_Mrs._John_Herbert_Barrett
Hat_Finial,作者,Gift_of_Mrs._John_Herbert_Barrett
Hat_Stand_(with_base_and_lid),作者,Gift_of_Mr._William_H._Clarke_through_Mrs._Clinton_G._Abbott
Hawthorn_Jar_(with_lid),作者,Gift_of_Leda_Klauber
